Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,FG%.1,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Performance
Jonathan Kuminga,PF,20.0,GSW,49.0,11.0,19.7,3.3,6.8,0.485,"0,485",0.7,2.1,0.327,2.6,4.7,0.557,0.536,1.3,1.9,0.66,0.9,2.2,3.1,1.9,0.5,0.4,1.5,2.3,8.5,Bad
Kyle Kuzma,PF,27.0,WAS,55.0,55.0,35.1,8.0,18.0,0.447,"0,447",2.5,7.7,0.331,5.5,10.3,0.534,0.518,2.6,3.6,0.717,0.9,6.5,7.5,3.9,0.5,0.5,3.0,2.4,21.2,Good
Anthony Lamb,SF,25.0,GSW,46.0,3.0,19.7,2.5,5.2,0.494,"0,494",1.3,3.4,0.387,1.2,1.8,0.695,0.62,0.7,0.9,0.721,0.9,2.5,3.4,1.7,0.5,0.3,1.0,2.4,7.1,Bad
Jock Landale,C,27.0,PHO,53.0,3.0,14.2,2.5,4.8,0.508,"0,508",0.3,1.5,0.234,2.1,3.4,0.626,0.543,1.3,1.7,0.775,1.8,2.4,4.1,0.9,0.3,0.5,0.9,1.8,6.5,Bad
Romeo Langford,SG,23.0,SAS,32.0,19.0,20.2,3.1,6.4,0.49,"0,490",0.4,1.4,0.283,2.7,4.9,0.551,0.522,0.8,1.2,0.649,1.4,1.4,2.9,1.3,0.5,0.3,0.7,1.7,7.4,Bad
Jake LaRavia,PF,21.0,MEM,31.0,0.0,12.5,1.1,2.8,0.391,"0,391",0.7,2.0,0.333,0.4,0.8,0.542,0.511,0.2,0.3,0.778,0.5,1.4,1.9,0.7,0.4,0.1,0.6,1.5,3.1,Bad
Zach LaVine,SG,27.0,CHI,57.0,57.0,35.8,8.4,17.8,0.472,"0,472",2.7,7.3,0.374,5.7,10.5,0.54,0.549,4.6,5.5,0.84,0.5,4.3,4.8,4.0,0.9,0.2,2.6,2.3,24.2,Good
A.J. Lawson,SG,22.0,TOT,13.0,0.0,4.8,1.0,2.0,0.5,"0,500",0.5,1.2,0.438,0.5,0.8,0.6,0.635,0.1,0.2,0.333,0.2,0.6,0.8,0.1,0.1,0.0,0.1,0.6,2.6,Bad
A.J. Lawson,SG,22.0,MIN,1.0,0.0,2.0,1.0,1.0,0.001,"1,000",0.0,0.0,,1.0,1.0,0.001,0.001,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,Bad
A.J. Lawson,SG,22.0,DAL,12.0,0.0,5.1,1.0,2.1,0.48,"0,480",0.6,1.3,0.438,0.4,0.8,0.556,0.62,0.1,0.3,0.333,0.2,0.6,0.8,0.1,0.1,0.0,0.1,0.6,2.7,Bad
Damion Lee,SG,30.0,PHO,62.0,5.0,21.8,2.8,6.5,0.438,"0,438",1.6,3.6,0.438,1.2,2.8,0.437,0.561,1.5,1.6,0.909,0.5,2.7,3.2,1.5,0.5,0.1,1.1,1.6,8.7,Bad
Saben Lee,PG,23.0,TOT,20.0,0.0,14.7,1.9,4.2,0.44,"0,440",0.4,1.0,0.368,1.5,3.3,0.462,0.482,1.7,2.3,0.756,0.5,1.3,1.8,2.7,0.8,0.1,1.2,1.4,5.8,Bad
Saben Lee,PG,23.0,PHI,2.0,0.0,5.0,1.5,2.0,0.75,"0,750",0.0,0.5,0.0,1.5,1.5,0.001,0.75,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,1.5,0.5,3.0,Bad
Saben Lee,PG,23.0,PHO,18.0,0.0,15.8,1.9,4.4,0.425,"0,425",0.4,1.0,0.389,1.5,3.4,0.435,0.469,1.9,2.5,0.756,0.6,1.4,2.0,2.9,0.8,0.1,1.1,1.4,6.1,Bad
Alex Len,C,29.0,SAC,14.0,1.0,3.4,0.4,0.7,0.5,"0,500",0.0,0.1,0.0,0.4,0.6,0.556,0.5,0.2,0.3,0.75,0.3,0.8,1.1,0.4,0.0,0.0,0.4,0.7,0.9,Bad
Kawhi Leonard,SF,31.0,LAC,36.0,34.0,32.9,8.4,16.4,0.51,"0,510",1.8,4.5,0.405,6.6,11.9,0.55,0.566,4.4,5.1,0.869,1.2,5.0,6.1,4.0,1.4,0.6,1.5,1.6,23.0,Good
Meyers Leonard,C,30.0,MIL,2.0,0.0,10.0,1.0,2.5,0.4,"0,400",1.0,2.0,0.5,0.0,0.5,0.0,0.6,1.0,1.0,0.001,1.0,2.0,3.0,0.0,0.5,0.0,0.5,1.5,4.0,Bad
Caris LeVert,SG,28.0,CLE,58.0,26.0,30.0,4.2,10.1,0.411,"0,411",1.5,4.2,0.36,2.7,5.9,0.446,0.485,1.8,2.5,0.72,0.7,3.2,3.9,4.0,0.8,0.2,1.6,2.2,11.6,Bad
Kira Lewis Jr.,PG,21.0,NOP,15.0,0.0,10.6,2.0,4.1,0.492,"0,492",0.7,1.5,0.455,1.3,2.6,0.513,0.574,0.9,1.0,0.933,0.3,1.7,1.9,1.0,0.3,0.1,0.5,1.1,5.6,Bad
Damian Lillard,PG,32.0,POR,47.0,47.0,36.3,9.7,20.6,0.472,"0,472",4.3,11.4,0.381,5.4,9.2,0.583,0.577,8.5,9.2,0.919,0.6,3.7,4.3,7.2,0.8,0.3,3.2,1.9,32.3,Good
Nassir Little,SF,22.0,POR,39.0,2.0,17.3,2.4,5.0,0.48,"0,480",1.2,2.8,0.426,1.2,2.3,0.545,0.597,0.6,0.9,0.657,0.5,2.2,2.6,1.0,0.4,0.4,0.5,1.1,6.6,Bad
Isaiah Livers,PF,24.0,DET,40.0,10.0,21.0,1.9,4.6,0.407,"0,407",1.3,3.5,0.369,0.6,1.0,0.537,0.549,0.6,0.7,0.786,0.5,1.8,2.3,0.6,0.5,0.6,0.6,1.9,5.6,Bad
Kenneth Lofton Jr.,PF,20.0,MEM,9.0,0.0,3.9,0.9,2.2,0.4,"0,400",0.0,0.4,0.0,0.9,1.8,0.5,0.4,0.3,0.6,0.6,0.1,0.4,0.6,0.6,0.1,0.0,0.2,0.6,2.1,Bad
Kevon Looney,C,26.0,GSW,61.0,54.0,23.5,2.9,4.4,0.659,"0,659",0.0,0.0,,2.9,4.4,0.659,0.659,1.1,1.8,0.607,3.1,6.0,9.1,2.5,0.5,0.6,0.5,2.9,6.9,Bad
Brook Lopez,C,34.0,MIL,59.0,59.0,30.4,5.6,11.0,0.509,"0,509",1.8,4.9,0.372,3.8,6.1,0.619,0.592,1.7,2.2,0.766,2.0,4.7,6.6,1.2,0.5,2.4,1.4,2.5,14.7,Bad
Robin Lopez,C,34.0,CLE,32.0,1.0,7.7,1.2,1.8,0.655,"0,655",0.1,0.1,0.667,1.1,1.7,0.655,0.672,0.4,0.5,0.75,0.6,0.7,1.3,0.4,0.0,0.1,0.7,1.0,2.8,Bad
Kevin Love,PF,34.0,TOT,44.0,6.0,20.2,2.7,7.0,0.383,"0,383",1.7,4.9,0.346,1.0,2.1,0.468,0.503,1.3,1.5,0.892,1.0,5.9,7.0,1.9,0.2,0.2,1.1,1.6,8.4,Bad
Kevin Love,PF,34.0,CLE,41.0,3.0,20.0,2.7,7.0,0.389,"0,389",1.7,4.8,0.354,1.0,2.2,0.467,0.511,1.4,1.5,0.889,1.0,5.8,6.8,1.9,0.2,0.2,1.1,1.6,8.5,Bad
Kevin Love,PF,34.0,MIA,3.0,3.0,23.0,2.3,7.7,0.304,"0,304",1.7,6.3,0.263,0.7,1.3,0.5,0.413,0.7,0.7,0.001,1.0,7.7,8.7,2.7,0.7,0.7,0.3,2.0,7.0,Bad
Kyle Lowry,PG,36.0,MIA,44.0,44.0,33.3,3.8,9.7,0.396,"0,396",2.0,6.1,0.333,1.8,3.6,0.503,0.501,2.3,2.7,0.855,0.9,3.5,4.3,5.3,1.1,0.4,2.0,2.8,12.0,Bad
Trey Lyles,PF,27.0,SAC,54.0,0.0,16.2,2.5,5.3,0.476,"0,476",1.1,3.0,0.368,1.4,2.3,0.618,0.58,1.3,1.6,0.812,0.9,2.7,3.6,0.9,0.4,0.4,0.8,1.2,7.4,Bad
Théo Maledon,PG,21.0,CHO,36.0,1.0,16.1,1.8,4.4,0.414,"0,414",0.6,1.8,0.333,1.2,2.6,0.468,0.481,1.4,1.6,0.875,0.3,2.1,2.4,2.4,0.8,0.2,1.0,1.0,5.6,Bad
Sandro Mamukelashvili,C,23.0,MIL,24.0,0.0,9.0,0.8,2.4,0.328,"0,328",0.3,1.3,0.219,0.5,1.1,0.462,0.388,0.5,0.8,0.667,0.8,1.6,2.3,0.7,0.2,0.2,0.4,0.8,2.4,Bad
Terance Mann,SG,26.0,LAC,62.0,35.0,23.5,3.5,6.8,0.525,"0,525",1.0,2.5,0.392,2.6,4.3,0.602,0.597,1.1,1.4,0.775,1.0,2.8,3.7,2.2,0.5,0.3,0.9,1.9,9.2,Bad
Tre Mann,PG,21.0,OKC,54.0,4.0,18.2,3.0,7.8,0.389,"0,389",1.3,4.1,0.309,1.8,3.7,0.477,0.47,0.5,0.7,0.7,0.4,1.9,2.3,1.6,0.6,0.2,0.9,1.5,7.9,Bad
Boban Marjanović,C,34.0,HOU,20.0,0.0,4.5,1.3,1.9,0.676,"0,676",0.0,0.1,0.0,1.3,1.8,0.694,0.676,0.8,1.1,0.762,0.6,1.1,1.6,0.2,0.1,0.1,0.3,0.2,3.3,Bad
Lauri Markkanen,SF,25.0,UTA,56.0,56.0,34.4,8.5,16.6,0.513,"0,513",3.0,7.4,0.408,5.5,9.2,0.599,0.605,5.1,5.8,0.883,1.8,6.7,8.5,1.8,0.6,0.6,1.9,2.1,25.2,Good
Naji Marshall,SF,25.0,NOP,57.0,19.0,24.6,3.3,7.8,0.428,"0,428",1.0,3.1,0.311,2.4,4.7,0.506,0.49,1.8,2.4,0.778,0.7,3.0,3.7,2.5,0.8,0.2,1.2,1.5,9.5,Bad
Caleb Martin,PF,27.0,MIA,52.0,49.0,30.1,3.8,8.3,0.453,"0,453",1.3,3.6,0.362,2.4,4.7,0.525,0.533,1.3,1.6,0.774,1.3,3.8,5.2,1.6,1.0,0.4,1.1,2.1,10.1,Bad
Cody Martin,SF,27.0,CHO,7.0,0.0,19.1,2.0,5.1,0.389,"0,389",0.4,2.0,0.214,1.6,3.1,0.5,0.431,0.6,1.0,0.571,1.1,2.3,3.4,1.6,0.6,0.1,0.3,1.9,5.0,Bad
Kenyon Martin Jr.,SF,22.0,HOU,60.0,27.0,26.6,4.6,8.3,0.559,"0,559",0.9,2.7,0.319,3.8,5.6,0.674,0.611,1.7,2.6,0.658,1.5,4.1,5.6,1.6,0.5,0.4,1.2,1.8,11.8,Bad
Tyrese Martin,SG,23.0,ATL,13.0,0.0,3.5,0.5,1.2,0.375,"0,375",0.1,0.4,0.2,0.4,0.8,0.455,0.406,0.2,0.2,0.001,0.2,0.3,0.5,0.0,0.1,0.0,0.1,0.2,1.2,Bad
Garrison Mathews,SG,26.0,TOT,47.0,0.0,12.9,1.3,3.6,0.357,"0,357",1.1,3.3,0.346,0.1,0.3,0.467,0.515,0.9,1.0,0.911,0.2,1.1,1.3,0.5,0.5,0.1,0.4,1.2,4.6,Bad
Garrison Mathews,SG,26.0,HOU,45.0,0.0,13.4,1.3,3.8,0.353,"0,353",1.2,3.4,0.342,0.2,0.3,0.467,0.509,0.9,1.0,0.911,0.2,1.2,1.4,0.5,0.5,0.1,0.4,1.2,4.8,Bad
Garrison Mathews,SG,26.0,ATL,2.0,0.0,3.0,0.5,0.5,0.001,"1,000",0.5,0.5,0.001,0.0,0.0,,0.0015,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.5,Bad
Bennedict Mathurin,SF,20.0,IND,62.0,6.0,28.3,5.5,12.7,0.43,"0,430",1.4,4.3,0.325,4.1,8.4,0.485,0.485,4.9,5.9,0.828,1.1,3.0,4.1,1.5,0.6,0.1,1.8,2.1,17.3,Bad
Wesley Matthews,SG,36.0,MIL,39.0,0.0,15.6,1.0,3.0,0.331,"0,331",0.8,2.4,0.326,0.2,0.6,0.348,0.462,0.4,0.5,0.85,0.8,1.5,2.2,0.5,0.4,0.3,0.4,1.4,3.2,Bad
Tyrese Maxey,SG,22.0,PHI,41.0,22.0,32.5,7.0,15.5,0.452,"0,452",2.3,5.9,0.384,4.8,9.6,0.494,0.525,3.1,3.9,0.811,0.4,2.3,2.8,3.5,0.8,0.1,1.4,2.2,19.5,Bad
Miles McBride,PG,22.0,NYK,49.0,2.0,12.2,1.1,3.3,0.335,"0,335",0.6,2.1,0.286,0.5,1.2,0.424,0.427,0.4,0.7,0.688,0.2,0.7,0.9,1.1,0.5,0.0,0.4,0.9,3.3,Bad
CJ McCollum,SG,31.0,NOP,55.0,55.0,35.0,7.9,18.1,0.434,"0,434",2.8,7.4,0.377,5.1,10.7,0.474,0.511,2.4,3.1,0.788,0.8,3.5,4.3,5.9,0.9,0.6,2.6,2.0,21.0,Good
T.J. McConnell,PG,30.0,IND,59.0,6.0,19.5,3.3,6.3,0.523,"0,523",0.3,0.7,0.419,3.0,5.6,0.536,0.547,0.7,0.8,0.854,0.6,2.4,2.9,5.0,1.0,0.1,1.8,1.3,7.6,Bad
Jaden McDaniels,PF,22.0,MIN,60.0,60.0,30.6,4.5,8.7,0.516,"0,516",1.3,3.3,0.385,3.2,5.4,0.596,0.589,1.2,1.7,0.733,1.3,2.6,3.9,2.0,1.0,1.0,1.4,3.5,11.4,Bad
Jalen McDaniels,SF,25.0,TOT,62.0,21.0,25.6,3.7,8.3,0.448,"0,448",1.1,3.3,0.325,2.6,5.0,0.529,0.513,1.5,1.8,0.829,0.8,3.9,4.7,1.9,1.1,0.5,1.3,2.8,10.0,Bad
Jalen McDaniels,SF,25.0,CHO,56.0,21.0,26.7,3.9,8.8,0.447,"0,447",1.2,3.6,0.322,2.8,5.2,0.534,0.513,1.6,1.9,0.846,0.8,4.0,4.8,2.0,1.2,0.5,1.4,2.8,10.6,Bad
Jalen McDaniels,SF,25.0,PHI,6.0,0.0,16.0,1.7,3.7,0.455,"0,455",0.3,0.7,0.5,1.3,3.0,0.444,0.5,0.7,1.2,0.571,1.3,2.3,3.7,1.0,0.5,0.0,0.2,2.2,4.3,Bad
Doug McDermott,SF,31.0,SAS,53.0,0.0,20.5,3.6,7.9,0.459,"0,459",1.8,4.4,0.409,1.8,3.5,0.525,0.574,0.7,1.0,0.745,0.3,1.8,2.2,1.5,0.2,0.1,0.9,1.8,9.8,Bad
JaVale McGee,C,35.0,DAL,36.0,7.0,8.1,1.8,2.9,0.604,"0,604",0.0,0.1,0.25,1.8,2.8,0.618,0.608,0.5,0.9,0.563,0.8,1.8,2.6,0.3,0.1,0.6,0.9,1.2,4.1,Bad
Bryce McGowens,SG,20.0,CHO,27.0,1.0,14.3,1.3,3.5,0.379,"0,379",0.4,1.2,0.364,0.9,2.3,0.387,0.442,0.8,1.0,0.786,0.3,1.3,1.7,1.0,0.3,0.1,0.6,0.8,3.9,Bad
Rodney McGruder,SG,31.0,DET,22.0,3.0,11.3,1.0,2.9,0.365,"0,365",0.8,2.0,0.378,0.3,0.8,0.333,0.5,0.4,0.6,0.692,0.5,0.9,1.4,0.7,0.3,0.0,0.3,0.7,3.3,Bad
Jordan McLaughlin,PG,26.0,MIN,26.0,0.0,15.2,1.3,3.3,0.412,"0,412",0.4,1.7,0.227,1.0,1.6,0.61,0.471,0.3,0.4,0.9,0.5,1.1,1.6,3.1,0.8,0.1,0.8,0.5,3.4,Bad
De'Anthony Melton,PG,24.0,PHI,57.0,48.0,28.2,3.7,8.7,0.424,"0,424",2.1,5.3,0.398,1.6,3.4,0.464,0.545,0.8,1.1,0.783,0.9,3.1,4.1,2.6,1.6,0.5,1.4,2.5,10.4,Bad
Chimezie Metu,C,25.0,SAC,47.0,0.0,11.1,2.1,3.4,0.609,"0,609",0.2,0.7,0.258,1.9,2.8,0.692,0.634,0.7,0.9,0.78,0.8,2.4,3.2,0.7,0.3,0.3,0.6,1.4,5.0,Bad
Khris Middleton,SF,31.0,MIL,19.0,7.0,21.4,4.8,11.5,0.417,"0,417",1.4,4.7,0.289,3.4,6.7,0.508,0.477,2.4,2.6,0.92,0.7,3.4,4.2,4.1,0.6,0.2,2.1,2.2,13.4,Bad
Patty Mills,PG,34.0,BRK,36.0,1.0,13.3,2.0,4.9,0.412,"0,412",1.2,3.2,0.368,0.9,1.8,0.492,0.531,0.5,0.6,0.905,0.2,0.8,1.0,1.3,0.4,0.1,0.6,0.8,5.8,Bad
Shake Milton,SG,26.0,PHI,56.0,9.0,20.7,3.3,6.8,0.493,"0,493",0.7,1.9,0.383,2.6,4.9,0.537,0.547,1.4,1.6,0.846,0.5,2.1,2.6,2.9,0.3,0.2,1.3,1.6,8.8,Bad
Josh Minott,SF,20.0,MIN,11.0,0.0,6.2,1.3,2.5,0.519,"0,519",0.1,0.4,0.25,1.2,2.1,0.565,0.537,0.5,0.5,0.001,0.5,1.5,2.0,0.3,0.3,0.5,0.0,0.6,3.2,Bad
Davion Mitchell,PG,24.0,SAC,59.0,5.0,17.8,2.2,4.9,0.447,"0,447",0.8,2.3,0.326,1.4,2.6,0.556,0.524,0.3,0.4,0.8,0.2,1.1,1.3,2.2,0.5,0.2,0.8,1.4,5.5,Bad
Donovan Mitchell,SG,26.0,CLE,53.0,53.0,35.4,9.5,19.8,0.479,"0,479",3.7,9.4,0.389,5.8,10.4,0.561,0.571,4.5,5.2,0.876,0.9,3.1,4.0,4.8,1.5,0.4,2.7,2.4,27.2,Good
Evan Mobley,PF,21.0,CLE,62.0,62.0,34.1,6.5,11.9,0.552,"0,552",0.3,1.3,0.22,6.3,10.5,0.594,0.565,2.6,3.7,0.696,2.3,6.5,8.8,2.7,0.8,1.3,2.0,2.9,16.0,Bad
Isaiah Mobley,PF,23.0,CLE,9.0,0.0,2.9,0.4,0.9,0.5,"0,500",0.1,0.2,0.5,0.3,0.7,0.5,0.563,0.0,0.0,,0.1,1.1,1.2,0.0,0.1,0.0,0.0,0.2,1.0,Bad
Chima Moneke,SF,27.0,SAC,2.0,0.0,4.0,0.5,1.0,0.5,"0,500",0.0,0.0,,0.5,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,Bad
Malik Monk,SG,24.0,SAC,57.0,0.0,22.8,4.9,10.8,0.455,"0,455",1.8,5.2,0.344,3.1,5.6,0.558,0.537,2.4,2.7,0.901,0.5,2.1,2.6,3.8,0.6,0.2,2.0,1.6,14.0,Bad
Moses Moody,SG,20.0,GSW,47.0,3.0,13.9,1.7,3.9,0.434,"0,434",0.8,2.4,0.333,0.9,1.4,0.603,0.538,0.7,0.9,0.727,0.4,1.2,1.6,0.9,0.3,0.1,0.6,0.8,4.9,Bad
Wendell Moore Jr.,SG,21.0,MIN,24.0,2.0,5.8,0.6,1.5,0.405,"0,405",0.1,0.7,0.125,0.5,0.9,0.619,0.432,0.2,0.2,0.8,0.1,0.6,0.7,0.7,0.3,0.2,0.3,0.5,1.5,Bad
Ja Morant,PG,23.0,MEM,50.0,50.0,32.6,9.6,20.7,0.463,"0,463",1.6,5.2,0.317,7.9,15.5,0.512,0.502,6.2,8.4,0.741,1.1,4.8,5.9,8.1,1.1,0.3,3.5,1.7,27.0,Good
Marcus Morris,PF,33.0,LAC,55.0,55.0,28.7,4.5,10.5,0.432,"0,432",1.9,5.1,0.375,2.6,5.4,0.485,0.522,1.2,1.5,0.78,0.4,3.7,4.1,1.8,0.6,0.4,0.9,2.2,12.2,Bad
Markieff Morris,PF,33.0,TOT,28.0,1.0,10.5,1.2,3.0,0.405,"0,405",0.8,1.8,0.412,0.5,1.2,0.394,0.53,0.4,0.4,0.001,0.5,1.6,2.1,0.9,0.3,0.2,0.5,1.3,3.5,Bad
Markieff Morris,PF,33.0,BRK,27.0,1.0,10.6,1.2,3.0,0.402,"0,402",0.7,1.8,0.408,0.5,1.2,0.394,0.524,0.4,0.4,0.001,0.5,1.7,2.2,0.9,0.3,0.2,0.5,1.2,3.6,Bad
Markieff Morris,PF,33.0,DAL,1.0,0.0,9.0,1.0,2.0,0.5,"0,500",1.0,2.0,0.5,0.0,0.0,,0.75,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,Bad
Monte Morris,PG,27.0,WAS,51.0,51.0,28.1,4.0,8.2,0.483,"0,483",1.4,3.3,0.406,2.6,4.9,0.536,0.565,1.1,1.3,0.806,0.4,3.0,3.4,5.3,0.7,0.2,1.0,1.4,10.4,Bad
Trey Murphy III,SF,22.0,NOP,59.0,46.0,29.1,4.4,9.2,0.475,"0,475",2.1,5.5,0.389,2.2,3.7,0.603,0.591,1.8,2.0,0.908,0.8,2.8,3.6,1.3,1.0,0.5,0.8,2.0,12.7,Bad
Dejounte Murray,SG,26.0,ATL,56.0,56.0,36.4,8.4,18.1,0.467,"0,467",2.1,5.6,0.367,6.4,12.4,0.512,0.524,2.0,2.4,0.837,0.7,4.8,5.5,6.1,1.5,0.3,2.3,1.4,20.9,Good
Jamal Murray,PG,25.0,DEN,48.0,48.0,32.6,7.3,16.1,0.451,"0,451",2.4,6.3,0.384,4.8,9.8,0.494,0.526,3.0,3.6,0.827,0.8,3.3,4.1,6.0,1.0,0.2,2.1,1.4,19.9,Bad
Keegan Murray,SF,22.0,SAC,58.0,56.0,29.7,4.3,9.7,0.447,"0,447",2.5,6.0,0.414,1.8,3.7,0.502,0.576,0.9,1.1,0.8,1.1,3.4,4.6,1.1,0.8,0.6,0.8,1.9,12.0,Bad
Mike Muscala,C,31.0,TOT,47.0,6.0,15.1,2.2,5.0,0.445,"0,445",1.4,3.6,0.395,0.8,1.5,0.565,0.585,0.7,0.9,0.78,0.5,2.7,3.2,0.9,0.3,0.4,0.3,1.7,6.6,Bad
Mike Muscala,C,31.0,OKC,43.0,5.0,14.5,2.1,4.7,0.438,"0,438",1.3,3.3,0.394,0.8,1.4,0.541,0.576,0.7,0.9,0.795,0.5,2.6,3.1,0.9,0.3,0.4,0.3,1.6,6.2,Bad
Mike Muscala,C,31.0,BOS,4.0,1.0,22.0,4.0,8.3,0.485,"0,485",2.5,6.3,0.4,1.5,2.0,0.75,0.636,0.3,0.5,0.5,0.3,3.5,3.8,0.5,0.3,0.5,0.5,2.0,10.8,Bad
Svi Mykhailiuk,SF,25.0,TOT,15.0,0.0,4.7,0.7,1.7,0.44,"0,440",0.5,1.1,0.5,0.2,0.6,0.333,0.6,0.2,0.4,0.5,0.1,0.5,0.6,0.1,0.1,0.0,0.3,0.2,2.2,Bad
Svi Mykhailiuk,SF,25.0,NYK,13.0,0.0,3.1,0.5,0.9,0.5,"0,500",0.5,0.8,0.6,0.0,0.2,0.0,0.75,0.2,0.4,0.6,0.0,0.5,0.5,0.1,0.1,0.0,0.2,0.1,1.6,Bad
Svi Mykhailiuk,SF,25.0,CHO,2.0,0.0,15.5,2.5,6.5,0.385,"0,385",1.0,3.0,0.333,1.5,3.5,0.429,0.462,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,6.0,Bad
Larry Nance Jr.,PF,30.0,NOP,50.0,1.0,22.3,3.2,5.3,0.616,"0,616",0.3,0.8,0.342,3.0,4.5,0.662,0.641,1.0,1.4,0.676,1.8,4.1,5.9,1.9,0.9,0.7,0.7,2.1,7.7,Bad
Andrew Nembhard,SG,23.0,IND,55.0,43.0,26.9,3.2,7.6,0.422,"0,422",1.2,3.5,0.34,2.0,4.1,0.493,0.501,0.5,0.5,0.867,0.5,2.2,2.7,4.1,1.0,0.2,1.7,2.6,8.1,Bad
Aaron Nesmith,SF,23.0,IND,55.0,43.0,24.6,3.3,8.0,0.416,"0,416",1.5,4.2,0.349,1.9,3.8,0.49,0.508,1.6,1.8,0.87,0.8,2.9,3.8,1.2,0.8,0.4,0.9,3.4,9.7,Bad
Raul Neto,PG,30.0,CLE,41.0,1.0,10.2,1.1,2.2,0.517,"0,517",0.3,0.9,0.333,0.8,1.3,0.642,0.584,0.6,0.6,0.92,0.2,0.8,1.0,1.4,0.4,0.1,0.3,0.9,3.1,Bad
Georges Niang,PF,29.0,PHI,58.0,0.0,19.4,3.0,6.7,0.442,"0,442",2.1,5.2,0.401,0.9,1.6,0.578,0.596,0.5,0.6,0.875,0.3,2.1,2.4,1.1,0.4,0.2,0.7,1.9,8.5,Bad
Daishen Nix,PG,20.0,HOU,43.0,5.0,16.0,1.4,4.0,0.349,"0,349",0.8,2.5,0.315,0.6,1.5,0.406,0.448,0.5,0.7,0.71,0.3,1.4,1.7,2.5,0.7,0.1,1.4,1.0,4.1,Bad
Zeke Nnaji,PF,22.0,DEN,44.0,5.0,13.3,2.0,3.5,0.572,"0,572",0.3,1.0,0.289,1.7,2.4,0.692,0.615,0.8,1.2,0.667,1.3,1.0,2.3,0.3,0.3,0.4,0.5,1.8,5.1,Bad
Nerlens Noel,C,28.0,DET,14.0,3.0,10.9,0.9,2.1,0.4,"0,400",0.1,0.1,0.5,0.8,2.0,0.393,0.417,0.5,0.7,0.7,0.5,2.1,2.6,0.5,0.9,0.6,0.6,1.8,2.3,Bad
Jaylen Nowell,SG,23.0,MIN,62.0,2.0,19.5,4.3,9.7,0.446,"0,446",1.1,3.6,0.293,3.2,6.0,0.537,0.501,1.2,1.6,0.784,0.5,2.1,2.6,2.0,0.6,0.1,1.0,1.5,10.9,Bad
Frank Ntilikina,PG,24.0,DAL,38.0,3.0,12.2,0.9,2.6,0.347,"0,347",0.3,1.4,0.208,0.6,1.2,0.511,0.403,0.4,0.6,0.636,0.2,1.2,1.3,1.2,0.3,0.1,0.7,1.3,2.4,Bad
Kendrick Nunn,SG-PG,27.0,TOT,52.0,2.0,14.5,2.7,6.5,0.42,"0,420",1.1,3.2,0.337,1.7,3.3,0.5,0.503,0.5,0.6,0.839,0.2,1.3,1.6,1.3,0.4,0.1,0.9,0.9,7.0,Bad
Kendrick Nunn,SG,27.0,LAL,39.0,2.0,13.5,2.6,6.4,0.406,"0,406",1.1,3.2,0.325,1.6,3.2,0.488,0.488,0.4,0.5,0.81,0.1,1.3,1.4,0.9,0.3,0.1,0.8,0.9,6.7,Bad
Kendrick Nunn,PG,27.0,WAS,13.0,0.0,17.5,3.1,6.7,0.46,"0,460",1.2,3.1,0.375,1.9,3.6,0.532,0.546,0.7,0.8,0.9,0.5,1.5,2.0,2.5,0.6,0.0,1.2,1.1,8.0,Bad
Jusuf Nurkić,C,28.0,POR,45.0,45.0,27.3,5.2,9.8,0.524,"0,524",0.9,2.2,0.39,4.3,7.6,0.563,0.568,2.6,3.8,0.686,2.3,7.2,9.4,2.9,0.9,0.9,2.4,3.6,13.8,Bad
Jordan Nwora,SF,24.0,TOT,42.0,3.0,15.8,2.1,5.4,0.39,"0,390",1.0,2.8,0.379,1.1,2.7,0.402,0.487,0.9,1.1,0.826,0.7,2.4,3.2,1.1,0.4,0.2,0.9,0.9,6.2,Bad
Jordan Nwora,SF,24.0,MIL,38.0,3.0,15.7,2.0,5.2,0.386,"0,386",1.1,2.7,0.392,0.9,2.5,0.379,0.487,1.0,1.1,0.86,0.8,2.3,3.1,1.0,0.3,0.2,0.9,0.9,6.0,Bad
Jordan Nwora,SF,24.0,IND,4.0,0.0,16.5,3.3,7.8,0.419,"0,419",1.0,3.5,0.286,2.3,4.3,0.529,0.484,0.3,0.8,0.333,0.5,3.5,4.0,2.3,0.8,0.0,0.8,0.5,7.8,Bad
Royce O'Neale,SF,29.0,BRK,57.0,52.0,33.0,3.1,7.9,0.395,"0,395",2.2,5.5,0.402,0.9,2.4,0.38,0.535,0.6,0.8,0.739,0.6,4.1,4.7,3.8,0.8,0.7,1.6,3.1,9.1,Bad
